20180706 0 1162
20180727 5.25 1162
20180801 100.97 1154
20180810 97.17 1141
20180815 119.2 1141
20180912 140.83 1154
20181010 238.4 1175
20181024 321.3 1361
20181108 341.85 1361
20181205 410.45 1361
20181219 454.05 1361
20190116 486.75 1361
20190130 179.45 911
