13,0,0
8,0,0
34,0,0
13,60,7.8
13,75,9.75
21,85,17.85
21,90,18.9
13,10,1.3
21,45,9.45
89,80,71.2
34,50,17
144,75,108
55,70,38.5
13,5,0.65
144,65,93.6
144,70,100.8
55,90,49.5
55,80,44
13,100,13
13,100,13
55,100,55
21,100,21
89,100,89
13,100,13
8,100,8
1102,,800.3
